ENC Cell,Latest Edition No.,Latest Update No.,Latest Edition Issue Date,Latest Update Issue Date
GB5H0002,1,,21-03-2022,
GB600028,6,,20-01-2022,
GB600031,1,1,21-04-2017,11-09-2020
GB600045,14,,12-03-2021,
GB600146,2,6,27-01-2017,06-06-2022
GB600147,4,1,21-04-2017,20-11-2020
GB600197,2,1,17-05-2019,13-03-2020
GB600254,3,,25-05-2021,
GB600332,4,,02-09-2021,
GB600398,5,2,07-11-2017,11-09-2020
GB600454,6,,09-10-2021,
GB600461,3,1,10-06-2021,13-08-2021
GB600463,2,1,16-08-2019,09-10-2021
GB600468,3,1,05-06-2020,23-10-2020
GB600608,4,1,09-10-2021,17-02-2022
GB600659,4,4,10-01-2020,17-01-2022
GB600666,4,,09-10-2021,
GB600852,2,1,07-05-2021,01-06-2021
GB600991,1,,08-12-2021,
GB601152,4,1,20-09-2021,08-10-2021
GB601547,5,,11-08-2021,
GB601549,3,,09-10-2021,
GB602065,4,1,15-11-2019,09-10-2020
GB602066,2,1,18-08-2017,11-12-2020
GB602159,4,,09-10-2021,
GB602290,6,,10-08-2021,
GB60240A,4,,07-05-2021,
GB60240B,4,,07-05-2021,
GB602510,3,4,31-10-2017,13-05-2021
GB602571,3,3,10-03-2017,10-07-2020
GB602572,3,4,03-03-2017,06-11-2020
GB602770,1,,11-05-2022,
GB602793,23,,23-05-2022,
GB603164,1,4,05-05-2017,13-03-2020
GB603275,9,,18-03-2022,
GB603337,6,,11-11-2021,
GB603683,10,,01-11-2021,
GB603708,2,,22-02-2022,
GB603781,3,2,23-05-2017,29-05-2020
GB60499A,3,2,29-11-2019,08-05-2020
GB60499B,3,,20-10-2021,
GB60499C,3,,20-10-2021,
GB60499D,3,,10-10-2021,
GB60623A,2,,15-06-2022,
GB60642D,3,,20-10-2021,
GB60642E,3,,15-06-2022,
GB60642F,3,,09-05-2022,
GB60732B,4,1,05-10-2021,24-02-2022
GB60734A,2,,18-12-2020,
GB60801C,2,2,23-12-2016,05-04-2022
GB60806B,5,1,30-11-2021,16-05-2022
GB61011A,7,,21-04-2022,
GB61021A,9,,22-04-2022,
GB61021B,7,,20-10-2021,
GB61032A,9,,14-02-2022,
GB61552C,6,,22-01-2021,
GB61552D,3,4,05-05-2017,24-01-2020
GB61552E,4,,04-11-2021,
GB61827C,14,,11-05-2022,
GB61864D,3,1,05-05-2017,20-11-2020
GB61864E,6,,16-11-2021,
GB61867B,4,,16-11-2021,
GB61867D,2,1,05-05-2017,18-12-2020
GB61867E,2,1,05-05-2017,11-12-2020
GB62021H,6,2,22-11-2019,07-02-2020
GB62022A,7,,27-07-2021,
GB62345B,4,,04-11-2021,
GB62345C,4,,04-11-2021,
GB62345D,4,,16-02-2022,
GB62494E,4,,11-11-2021,
GB62721B,6,,01-04-2022,
GB62802A,4,,12-11-2021,
GB62802B,3,1,10-03-2017,10-04-2020
GB63102A,6,1,24-05-2021,25-02-2022
GB63102B,4,3,27-12-2019,30-07-2021
GB63270A,4,,28-01-2022,
GB63270B,3,,12-11-2021,
GB63317B,3,5,27-04-2018,11-01-2022
GB63587A,2,,12-11-2021,
GB63587B,2,,10-02-2022,
GB63912A,2,,12-11-2021,
GB6H0001,3,,12-11-2021,
GB6H0002,1,,18-10-2021,
GB6H0003,1,,08-11-2021,
GB6H1176,6,,17-05-2021,
GB6PL010,31,,10-05-2022,
GB6PL020,40,,12-05-2022,
GB6PL030,32,,14-06-2022,
GB6PL040,17,,23-05-2022,
IS100015,3,,23-04-2018,
IS200021,3,,01-10-2010,
IS300031,7,,19-12-2019,
IS300041,6,,25-05-2021,
IS300051,6,1,19-06-2018,09-08-2018
IS300061,4,,19-06-2018,
IS300071,5,1,19-06-2018,09-08-2018
IS300081,4,2,15-06-2018,15-07-2019
IS400032,6,,12-01-2022,
IS400033,5,,11-07-2018,
IS400035,5,,27-08-2018,
IS400036,14,,09-03-2022,
IS400037,8,,31-01-2020,
IS400043,5,2,14-04-2020,19-04-2021
IS400046,6,3,31-08-2018,13-07-2021
IS400052,4,,05-09-2018,
IS400053,4,,13-01-2022,
IS400055,5,,25-05-2021,
IS400057,5,1,11-09-2018,13-01-2022
IS400062,4,,11-09-2018,
IS400063,4,,12-09-2018,
IS400072,4,,13-09-2018,
IS400073,5,,25-05-2021,
IS400074,4,2,17-09-2018,23-07-2020
IS400082,5,,17-09-2018,
IS500309,2,,02-12-2019,
IS500310,3,2,14-12-2015,22-09-2020
IS500313,6,,18-02-2020,
IS500314,4,1,26-03-2020,04-05-2021
IS500316,5,,03-03-2021,
IS500318,4,1,05-03-2014,29-09-2014
IS500319,3,1,20-02-2014,04-11-2021
IS500361,2,3,25-04-2012,12-12-2016
IS500362,11,,17-01-2022,
IS500363,4,,12-01-2022,
IS500364,4,,14-12-2018,
IS500367,1,1,03-08-2017,14-04-2021
IS500410,2,1,11-05-2012,22-07-2020
IS500411,3,,19-09-2017,
IS500412,2,,11-05-2012,
IS500413,2,1,11-05-2012,22-07-2020
IS500414,2,,14-05-2012,
IS500415,2,,14-05-2012,
IS500416,3,,07-03-2022,
IS500417,6,,27-08-2021,
IS500418,3,,05-07-2021,
IS500420,4,3,30-08-2016,04-05-2021
IS500421,5,,03-06-2022,
IS500422,5,,07-03-2022,
IS500423,3,,02-02-2021,
IS500424,3,,31-01-2020,
IS500432,1,,05-05-2021,
IS500433,1,,20-05-2021,
IS500515,3,,19-11-2015,
IS500516,3,,04-02-2016,
IS500518,5,,22-06-2021,
IS500519,4,,11-12-2018,
IS500522,4,2,03-11-2016,29-01-2019
IS500523,4,,18-05-2022,
IS500524,6,,25-05-2022,
IS500530,6,1,03-02-2021,10-03-2022
IS500532,3,1,12-12-2017,12-03-2018
IS500534,6,,21-07-2020,
IS500610,2,4,30-05-2012,18-06-2019
IS500611,5,,25-05-2022,
IS500613,3,3,23-09-2016,04-05-2021
IS500712,3,1,08-06-2021,30-06-2021
IS500714,4,,18-03-2021,
IS500715,4,,05-01-2022,
IS500716,4,,17-12-2021,
IS500717,3,,22-12-2021,
IS500718,2,1,21-06-2012,08-11-2012
IS500719,2,,16-10-2012,
IS500720,2,2,22-06-2012,08-04-2020
IS500810,3,,24-02-2021,
IT50214D,4,5,25-05-2021,30-09-2021
JP5BHTR7,7,7,23-10-2020,23-10-2020
JP5P9F59,7,3,13-11-2020,13-11-2020
JP5PCGRI,14,3,17-07-2020,17-07-2020
KR676D03,9,3,24-12-2021,18-02-2022
MX208080,1,2,29-05-2018,10-03-2021
MX208081,1,,29-05-2018,
MX208082,1,4,29-05-2018,25-03-2019
MX208083,1,1,16-07-2018,22-01-2020
MX208084,1,2,13-04-2018,27-07-2018
MX208085,1,5,29-05-2018,28-10-2021
MX208086,1,4,29-05-2018,26-05-2021
MX208087,1,4,29-05-2018,28-10-2021
MX300352,1,3,25-05-2012,25-06-2018
MX300521,2,,09-06-2021,
MX300523,2,6,17-10-2009,26-01-2021
MX300840,2,6,18-01-2017,01-03-2021
MX300842,1,5,11-12-2012,01-03-2021
MX300922,3,1,12-01-2022,27-05-2022
MX343000,1,,03-02-2021,
MX371000,1,1,30-09-2021,20-10-2021
MX372000,1,1,01-10-2021,21-10-2021
MX382000,1,,09-06-2021,
MX392000,1,,22-12-2021,
MX401115,1,1,10-02-2014,24-08-2016
MX401211,1,,03-07-2015,
MX401413,1,,19-11-2013,
MX401424,1,,27-08-2012,
MX402112,1,,25-09-2013,
MX402232,1,,26-09-2016,
MX402314,1,,12-03-2015,
MX402321,2,,23-01-2020,
MX402335,2,,05-10-2020,
MX403331,4,2,24-04-2013,18-01-2017
MX403521,1,2,24-05-2012,24-02-2017
MX403522,1,1,24-05-2012,25-06-2018
MX404032,2,2,19-04-2010,01-08-2018
MX405212,4,1,27-04-2018,17-06-2021
MX405232,2,4,22-03-2010,10-03-2021
MX406124,1,,09-12-2011,
MX406222,2,,27-11-2009,
MX406344,1,4,02-10-2014,09-03-2017
MX407131,1,,16-10-2012,
MX407221,2,2,07-06-2018,20-10-2021
MX407223,3,3,07-06-2018,21-10-2021
MX408112,1,1,15-08-2012,24-02-2021
MX408121,2,,13-04-2021,
MX408323,3,,07-05-2019,
MX408421,1,2,06-12-2013,01-03-2021
MX408522,1,4,22-09-2011,16-10-2018
MX408532,1,3,07-11-2012,01-03-2021
MX409124,1,1,09-07-2012,28-05-2013
MX409224,1,2,19-03-2013,27-05-2022
MX414100,1,,24-03-2022,
MX423200,1,,05-10-2020,
MX425110,1,2,15-11-2017,19-10-2018
MX431200,1,,17-11-2021,
MX441100,1,,16-02-2022,
MX443100,1,1,03-02-2021,26-05-2021
MX451100,1,,09-06-2021,
MX462200,1,1,15-10-2021,16-12-2021
MX471020,1,1,20-02-2020,25-02-2021
MX482100,1,3,20-06-2019,08-06-2022
MX482200,1,,30-11-2021,
MX483100,1,1,18-11-2020,09-04-2021
MX492100,1,,28-09-2021,
MX492200,1,1,17-12-2019,25-03-2021
MX501112,1,,25-09-2013,
MX501114,1,,11-02-2014,
MX501116,1,1,10-02-2014,24-08-2016
MX501118,1,,06-02-2014,
MX501501,1,,07-02-2014,
MX502111,1,,23-09-2013,
MX502161,1,,19-02-2013,
MX502315,1,1,17-12-2014,12-03-2015
MX503217,1,,09-07-2013,
MX503332,1,2,24-04-2013,18-01-2017
MX503333,1,,24-04-2013,
MX504031,1,5,30-03-2010,07-05-2021
MX504121,1,1,19-10-2012,12-05-2017
MX504214,1,1,21-11-2013,04-03-2021
MX504232,1,,13-04-2015,
MX504233,2,,13-04-2015,
MX504234,1,,03-07-2015,
MX505134,1,1,08-12-2011,21-02-2017
MX505213,5,,03-08-2021,
MX505214,4,1,27-04-2018,19-10-2018
MX505233,2,6,13-10-2009,10-03-2021
MX505234,3,5,13-10-2009,21-08-2014
MX506212,1,,12-06-2014,
MX506221,1,1,26-03-2014,18-10-2018
MX506341,4,4,09-10-2014,29-05-2018
MX507113,2,,26-05-2021,
MX507121,1,,06-12-2011,
MX507222,2,1,07-06-2018,21-10-2021
MX508113,1,1,18-07-2012,24-02-2021
MX508124,1,,19-05-2014,
MX508131,1,,19-11-2013,
MX508133,1,,27-10-2011,
MX508312,1,,09-12-2016,
MX508319,1,1,08-12-2015,01-09-2016
MX508413,1,3,15-03-2013,23-03-2021
MX508422,1,1,06-12-2013,01-03-2021
MX508423,1,1,06-12-2013,01-03-2021
MX508431,1,2,07-09-2012,02-03-2021
MX508523,1,2,22-09-2011,16-10-2018
MX508531,1,1,11-11-2011,02-02-2017
MX508533,1,2,07-11-2012,18-04-2020
MX509125,1,1,09-07-2012,28-05-2013
MX509126,1,,17-06-2015,
MX509131,1,1,03-07-2015,27-07-2015
MX509142,1,,19-05-2012,
MX509225,1,2,19-03-2013,27-10-2015
MX509226,1,,23-10-2015,
MX509312,1,,03-07-2015,
MX514110,2,,24-03-2022,
MX521030,1,,07-01-2022,
MX523201,1,,05-10-2020,
MX523202,1,,02-10-2020,
MX523210,1,,05-10-2020,
MX531210,1,,05-11-2021,
MX531220,1,,05-11-2021,
MX541110,1,,16-02-2022,
MX543110,1,1,03-02-2021,26-05-2021
MX543120,1,,03-02-2021,
MX551110,1,5,14-09-2018,09-10-2020
MX562210,1,3,06-09-2019,16-12-2021
MX571010,1,,08-06-2022,
MX581110,1,,13-04-2021,
MX582101,1,,18-04-2017,
MX582110,1,2,20-06-2019,08-06-2022
MX582210,1,,30-11-2021,
MX583110,1,1,06-11-2020,09-04-2021
MX583120,1,,06-11-2020,
MX592010,1,,25-03-2021,
MX592030,1,,25-03-2021,
MX592110,1,,28-09-2021,
MX592201,1,1,04-12-2019,25-03-2021
MX592202,1,2,04-12-2019,29-03-2021
MX592203,1,1,28-02-2019,03-03-2021
MX593120,1,,02-06-2022,
MX59333A,1,,04-12-2014,
MX604215,1,,07-10-2015,
MX604216,1,,07-10-2015,
MX604217,1,,24-09-2015,
MX604218,1,,03-10-2016,
MX604219,1,,31-03-2017,
MX604235,1,,03-11-2016,
MX606225,3,,03-09-2009,
MX606342,1,2,02-10-2014,02-03-2017
MX623211,1,,05-10-2020,
MX623212,1,,05-10-2020,
MX625111,1,1,15-11-2017,19-10-2018
MX625112,1,2,15-11-2017,15-04-2020
MX625113,1,1,15-11-2017,08-12-2017
MX63521A,3,,24-05-2012,
MX64214A,1,,21-11-2013,
MX651111,1,2,14-09-2018,07-10-2020
MX651112,1,2,14-09-2018,09-12-2019
MX662211,1,3,09-09-2019,16-12-2021
MX681111,1,,13-04-2021,
MX681112,1,,13-04-2021,
MX681113,1,,13-04-2021,
MX682111,2,,11-12-2019,
MX682112,1,,20-06-2019,
MX683211,1,,07-05-2019,
MX693121,1,,02-06-2022,
MX693122,1,,02-06-2022,
NG525010,6,,14-04-2022,
NG54401A,2,2,04-02-2021,16-05-2022
NG54401B,2,,27-12-2020,
NL1NZ100,2,4,29-11-2021,16-05-2022
NL2NZ100,3,21,26-07-2021,02-06-2022
NL2NZ200,3,21,09-04-2021,16-06-2022
NL302023,3,8,22-08-2017,08-06-2021
NL3NZ100,5,1,24-03-2022,31-05-2022
NL3NZ200,5,8,04-03-2022,30-05-2022
NL3NZ300,6,5,31-03-2022,16-06-2022
NL3NZ400,6,2,04-03-2022,13-06-2022
NL3YM500,5,,16-06-2022,
NL402020,4,5,14-05-2018,07-05-2021
NL402110,3,3,15-05-2018,25-02-2021
NL418103,5,1,14-04-2022,11-05-2022
NL418105,3,19,09-02-2018,02-05-2022
NL418106,6,5,10-08-2021,14-04-2022
NL418107,4,9,22-12-2020,13-06-2022
NL418108,5,4,09-08-2021,06-05-2022
NL48109D,3,5,09-02-2018,28-03-2022
NL4AR100,2,,27-07-2021,
NL4BO100,1,4,06-08-2020,02-05-2022
NL4CU100,1,1,04-02-2022,22-02-2022
NL4EG120,4,10,29-11-2021,07-06-2022
NL4NZ110,4,12,28-10-2021,30-05-2022
NL4OS100,2,8,07-09-2021,11-05-2022
NL4WZ220,5,10,28-02-2022,16-06-2022
NL4WZ310,4,2,22-02-2022,02-06-2022
NL4WZ410,5,6,12-01-2022,16-06-2022
NL4WZ420,8,9,01-03-2022,20-06-2022
NL4WZ430,10,,14-06-2022,
NL4YG210,7,7,14-02-2022,30-05-2022
NL52716D,3,3,17-05-2018,10-07-2020
NL52716E,6,4,19-09-2019,21-06-2021
NL52716G,4,3,17-05-2018,25-02-2021
NL58103A,3,2,18-01-2018,08-06-2022
NL58103B,2,5,31-05-2016,11-06-2021
NL58103C,1,4,11-05-2015,13-07-2021
NL58103D,1,6,11-05-2015,13-07-2021
NL58103E,1,2,11-05-2015,12-01-2018
NL58103F,2,2,31-05-2016,26-05-2021
NL58103G,1,1,11-05-2015,12-01-2018
NL58103H,1,1,11-05-2015,12-01-2018
NL58103I,1,,08-02-2018,
NL58104A,1,10,29-06-2015,17-02-2020
NL58104C,1,2,29-06-2015,12-01-2018
NL58104E,2,9,16-01-2018,06-05-2022
NL58104F,2,5,16-01-2018,06-09-2021
NL58104G,3,2,16-01-2018,13-05-2019
NL58104H,2,,16-01-2018,
NL58104L,1,1,29-06-2015,14-07-2015
NL58104M,2,3,09-02-2018,06-04-2021
NL58104N,1,2,29-06-2015,25-01-2018
NL58105A,3,1,14-06-2022,21-06-2022
NL58105B,3,4,25-01-2018,06-09-2021
NL58105C,2,1,31-05-2016,14-04-2022
NL58105D,6,2,24-08-2021,11-04-2022
NL58105E,2,6,31-05-2016,29-04-2021
NL58105F,3,1,16-10-2020,25-01-2021
NL58105G,1,2,12-05-2015,26-01-2018
NL58106B,1,5,12-05-2015,26-01-2018
NL58106C,2,,26-01-2018,
NL58106D,2,1,07-09-2021,16-09-2021
NL58106E,3,,26-01-2018,
NL58106F,1,3,12-05-2015,14-04-2022
NL58107A,1,8,19-05-2015,13-06-2022
NL58107B,1,,19-05-2015,
NL58107C,2,,25-01-2018,
NL58107D,1,1,19-05-2015,20-05-2021
NL58107E,1,3,19-05-2015,30-11-2018
NL58107F,1,7,19-05-2015,20-08-2018
NL58108C,1,3,26-05-2015,26-04-2021
NL58109A,1,,15-06-2015,
NL58109B,1,1,15-06-2015,23-01-2018
NL58109C,1,4,15-06-2015,04-02-2021
NL58109E,1,,15-06-2015,
NL58109F,1,,15-06-2015,
NL58109G,1,6,15-06-2015,02-04-2020
NL5AR110,2,,27-07-2021,
NL5AR130,2,,27-07-2021,
NL5BO110,1,1,06-08-2020,21-08-2020
NL5BO120,1,1,06-08-2020,21-08-2020
NL5GM100,3,5,06-09-2021,14-02-2022
NL5HD100,2,5,01-03-2021,02-05-2022
NL5HV100,3,3,08-11-2021,13-06-2022
NL5LM420,5,1,10-01-2022,12-05-2022
NL5NK210,5,1,31-01-2022,21-04-2022
NL5NK220,3,3,04-10-2021,01-03-2022
NL5NZ121,4,,19-05-2022,
NL5OS100,2,,01-09-2021,
NL5RD110,3,3,13-05-2022,13-06-2022
NL5RD120,3,2,25-04-2022,13-06-2022
NL5RD130,3,1,25-04-2022,07-06-2022
NL5VM100,2,3,01-09-2021,25-02-2022
NL5VR100,2,2,21-09-2021,07-04-2022
NL5WS130,6,16,27-09-2021,30-05-2022
NL5WS140,10,12,20-01-2022,20-06-2022
NL5WS150,4,5,18-01-2022,30-05-2022
NL5WZ230,5,6,28-02-2022,16-06-2022
NL5WZ401,4,,02-02-2022,
NL5WZ402,4,,02-02-2022,
NL5WZ411,4,3,18-01-2022,16-06-2022
NL5WZ412,3,,06-01-2022,
NL5WZ413,3,,18-01-2022,
NL5WZ414,4,3,02-02-2022,30-05-2022
NL5WZ415,6,3,02-02-2022,21-06-2022
NL5WZ416,4,1,02-02-2022,14-02-2022
NL5ZM100,3,1,07-09-2021,16-12-2021
NL62716A,2,5,15-12-2009,10-07-2020
NL62716B,2,4,03-12-2009,10-07-2020
NL62716C,5,3,16-09-2019,21-06-2021
NL62716F,1,7,19-01-2010,10-07-2020
NL6AR120,2,,27-07-2021,
NL6BO121,1,1,06-08-2020,02-11-2021
NL6BO130,1,,06-08-2020,
NL6CU110,1,,03-02-2022,
NL6CU120,1,1,03-02-2022,22-02-2022
NL6CU130,1,,03-02-2022,
NL6GM110,2,,15-09-2021,
NL6GM120,2,,15-09-2021,
NL6GM130,2,,15-09-2021,
NL6GM140,2,,15-09-2021,
NL6GT100,4,6,03-11-2021,20-06-2022
NL6HD110,1,1,06-01-2020,28-08-2020
NL6HD120,1,2,11-04-2019,28-08-2020
NL6HD130,1,1,11-04-2019,28-08-2020
NL6HD140,1,1,11-04-2019,28-08-2020
NL6HV110,1,,11-11-2019,
NL6HV120,1,,11-11-2019,
NL6HV130,1,,11-11-2019,
NL6HV140,1,2,11-11-2019,19-03-2020
NL6HV150,1,,11-11-2019,
NL6HV180,1,,11-11-2019,
NL6HV190,1,,11-11-2019,
NL6LM421,2,,24-01-2020,
NL6LM422,2,1,24-01-2020,01-06-2021
NL6LM423,2,2,24-01-2020,19-04-2021
NL6NZ122,1,1,10-09-2019,28-08-2020
NL6OS110,2,,13-09-2021,
NL6OS120,2,,13-09-2021,
NL6OS130,2,,13-09-2021,
NL6OS140,2,1,14-09-2021,16-06-2022
NL6OS150,2,,14-09-2021,
NL6OS160,2,,14-09-2021,
NL6OS170,2,,14-09-2021,
NL6OS180,2,,14-09-2021,
NL6OS190,2,,14-09-2021,
NL6RD111,1,1,11-04-2019,28-08-2020
NL6SP160,1,,11-11-2019,
NL6SP170,1,,11-11-2019,
NL6VM110,2,,13-09-2021,
NL6VM120,2,,13-09-2021,
NL6VM130,2,,14-09-2021,
NL6VM140,2,,14-09-2021,
NL6VM150,2,,14-09-2021,
NL6VM160,2,,14-09-2021,
NL6VM170,2,,15-09-2021,
NL6VR110,2,,21-09-2021,
NL6VR120,2,,21-09-2021,
NL6VR130,2,,21-09-2021,
NL6VR140,2,,21-09-2021,
NL6VR150,2,,21-09-2021,
NL6WS131,1,2,09-04-2019,08-12-2020
NL6WS141,1,2,09-04-2019,08-12-2020
NL6WZ231,4,,07-02-2022,
NL6WZ232,3,,02-02-2022,
NL6WZ421,3,,31-01-2022,
NL6ZM110,1,1,20-05-2019,31-08-2020
NL6ZM120,1,2,20-05-2019,12-04-2021
NO3B2020,1,25,11-09-2015,27-08-2021
NO4X0810,1,4,05-02-2018,28-09-2020
NZ300661,2,2,02-06-2016,06-09-2017
PA3AM496,3,,01-06-2021,
PA3AM929,4,2,01-07-2021,18-02-2022
PA4AM055,3,,14-11-2021,
PA4AM056,2,1,29-01-2016,06-03-2020
PA4AM493,2,,18-12-2020,
PA5AM111,8,,21-04-2022,
PA5AM400,3,9,21-07-2017,21-08-2020
PA5AM55A,3,,14-11-2021,
PA5AM56A,2,,18-12-2020,
PA5AM56B,2,1,29-01-2016,06-03-2020
PA5CP001,8,,20-06-2019,
PA5CP002,6,,20-10-2021,
PA5CP003,7,1,13-10-2020,30-11-2020
PA5CP004,6,,28-05-2021,
PA5CP005,12,,09-11-2021,
PA5CP006,1,,02-12-2020,
PA6CP002,5,,09-09-2020,
PA6CP003,4,3,15-11-2018,03-12-2019
PA6CP004,2,,09-11-2021,
PA6CP005,1,,08-12-2020,
PE100100,2,30,15-12-2006,31-10-2021
PE100200,2,23,15-12-2006,31-03-2021
PE100300,2,11,15-12-2006,31-05-2022
PE200120,2,14,15-11-2012,31-10-2021
PE200210,1,4,31-01-2018,31-03-2021
PE200220,1,9,23-02-2018,31-05-2022
PE200310,1,4,15-02-2018,31-05-2022
PE300111,2,,20-09-2021,
PE300112,3,2,20-08-2021,31-01-2022
PE300113,3,1,20-08-2021,30-09-2021
PE300121,3,1,20-09-2021,30-04-2022
PE300122,2,3,30-09-2012,31-03-2018
PE300123,4,5,24-10-2012,31-10-2021
PE300124,1,7,16-06-2008,31-12-2019
PE300125,1,9,25-06-2008,31-05-2020
PE300126,2,3,08-02-2013,31-01-2021
PE300211,1,10,18-08-2008,31-10-2018
PE300212,2,,24-03-2022,
PE300213,2,,24-03-2022,
PE300214,2,3,31-08-2013,30-03-2022
PE300221,1,11,19-12-2009,31-12-2020
PE300222,3,2,31-10-2019,31-03-2021
PE300223,2,20,15-10-2014,30-04-2022
PE300224,4,1,10-03-2021,31-03-2021
PE300225,3,,28-10-2020,
PE300226,1,17,07-04-2011,28-02-2022
PE300227,1,3,26-04-2011,28-02-2018
PE300311,2,1,15-07-2016,31-07-2018
PE300312,2,3,14-06-2016,30-09-2021
PE300313,1,1,31-05-2011,30-11-2011
PE300314,1,2,26-07-2011,31-12-2012
PE300315,1,2,31-07-2011,30-11-2020
PE300321,1,3,04-08-2011,30-04-2021
PE300322,1,2,15-08-2011,10-05-2016
PE300323,3,1,02-07-2021,31-10-2021
PE300324,2,4,16-12-2013,30-06-2021
PE300325,2,1,20-04-2016,31-10-2021
PE401112,2,2,18-03-2016,28-02-2021
PE401127,5,1,21-09-2020,30-09-2021
PE401211,1,8,08-11-2006,31-03-2022
PE401231,2,3,20-09-2012,31-10-2021
PE402143,2,,01-08-2012,
PE402213,2,3,30-10-2009,31-05-2018
PE402233,2,35,18-03-2014,31-05-2022
PE402242,1,1,31-01-2017,31-07-2017
PE402245,1,2,15-05-2015,31-03-2018
PE402262,4,3,28-06-2021,31-05-2022
PE402273,2,2,20-11-2009,14-06-2022
PE403131,2,1,09-06-2010,30-06-2011
PE501114,3,4,23-05-2016,30-09-2021
PE501115,3,2,01-04-2016,31-01-2019
PE501117,1,3,10-07-2015,31-05-2021
PE501119,1,5,26-07-2010,31-05-2021
PE501121,2,,02-09-2010,
PE501122,2,4,14-05-2010,30-06-2021
PE501123,2,3,26-07-2010,30-06-2021
PE501124,2,8,27-02-2009,31-05-2022
PE501125,2,5,30-09-2008,28-02-2019
PE501126,3,9,26-04-2017,31-01-2022
PE501133,3,8,03-05-2016,30-09-2021
PE501135,1,1,11-09-2020,30-09-2021
PE501212,2,10,03-06-2010,30-04-2022
PE501213,3,11,31-03-2011,31-05-2022
PE501232,2,4,31-07-2012,31-10-2020
PE501241,2,7,10-02-2009,31-07-2021
PE501242,1,15,13-11-2006,31-12-2019
PE501253,2,8,02-01-2009,31-03-2019
PE501262,2,11,26-03-2009,31-05-2022
PE502111,4,3,02-10-2017,31-01-2020
PE502112,2,2,10-06-2016,31-05-2021
PE502122,2,5,09-09-2014,31-08-2021
PE502123,4,11,31-01-2017,30-11-2021
PE502124,2,2,15-09-2020,31-12-2020
PE502125,3,1,12-02-2021,28-02-2022
PE502126,2,7,27-08-2009,28-02-2021
PE502133,1,6,15-02-2007,31-05-2021
PE502135,2,6,10-10-2013,31-12-2020
PE502141,1,,30-03-2007,
PE502142,1,,15-02-2007,
PE502144,3,4,30-04-2018,31-01-2021
PE502211,1,7,30-04-2007,31-12-2021
PE502212,2,6,28-10-2009,31-07-2021
PE502223,2,7,16-01-2009,31-08-2021
PE502231,2,6,31-10-2008,31-12-2018
PE502232,1,2,27-08-2009,31-10-2012
PE502234,4,1,20-10-2021,31-03-2022
PE502235,7,5,31-08-2021,31-05-2022
PE502237,3,7,30-06-2014,31-05-2020
PE502239,2,,24-03-2021,
PE502241,1,,16-02-2021,
PE502244,1,4,16-03-2015,30-11-2020
PE502253,2,5,03-06-2010,31-07-2021
PE502255,1,4,31-08-2012,31-07-2021
PE502261,2,7,15-04-2009,31-07-2021
PE502263,2,21,16-05-2012,31-05-2022
PE502264,2,,31-07-2012,
PE503113,1,1,15-05-2007,31-05-2011
PE503122,2,11,30-09-2009,30-09-2021
PE503123,2,9,30-09-2009,30-11-2021
PE503141,2,3,30-06-2011,31-07-2021
PE503151,2,8,30-11-2009,31-07-2021
PE503211,2,6,01-08-2011,31-10-2021
PE503223,1,6,07-12-2007,31-01-2020
PE503231,3,2,26-05-2021,28-02-2022
PE503232,2,6,12-12-2013,31-10-2021
PE503243,2,6,20-11-2008,31-10-2021
PE503245,5,2,26-05-2021,30-11-2021
PE503247,2,1,04-02-2011,28-02-2017
PE503251,1,5,15-03-2013,31-10-2021
PE503253,1,2,22-12-2010,31-10-2021
PE602236,5,8,01-09-2020,31-05-2022
PE602238,4,,26-05-2021,
PE61126A,3,5,03-05-2017,31-10-2019
PE61133A,3,1,02-05-2016,30-06-2016
PE61213A,1,3,12-05-2010,31-03-2014
PE62111A,4,3,02-10-2017,31-01-2020
PE62122A,1,2,31-12-2018,31-08-2021
PE62123A,4,8,18-01-2017,31-08-2021
PE62123B,4,4,26-01-2017,30-11-2021
PE62124A,2,1,15-09-2020,31-12-2020
PE62135A,2,1,17-09-2013,30-09-2014
PE62144A,3,3,30-04-2018,31-01-2021
PE62212A,1,6,09-10-2009,31-07-2021
PE62223A,1,4,16-01-2009,31-08-2021
PE62255A,1,2,31-08-2012,31-08-2018
PE62263A,2,9,30-04-2012,31-07-2021
PE63223A,1,3,14-12-2007,31-01-2020
PE63231A,2,3,29-08-2013,28-02-2022
PE63245A,3,3,02-09-2013,31-10-2021
PE63247A,2,1,14-02-2011,28-02-2017
RU3P0ZM0,2,,10-10-2017,
RU3P1P60,2,,30-09-2017,
RU3P1XJ0,3,2,14-01-2019,23-02-2019
SB308154,1,,28-01-2022,
SB309155,1,,11-08-2017,
SB310157,2,,24-03-2021,
SB3107P1,2,,04-03-2019,
SB311160,1,,11-08-2017,
SB407155,1,,31-01-2022,
SB407156,3,,24-01-2022,
SB407157,1,1,11-08-2017,11-03-2019
SB408155,2,,25-01-2022,
SB408156,1,5,11-08-2017,24-01-2020
SB408157,3,3,11-03-2019,23-07-2020
SB408158,3,1,13-03-2019,23-05-2019
SB408159,2,1,08-11-2018,11-03-2019
SB408160,1,,11-08-2017,
SB409156,4,1,20-08-2019,18-02-2020
SB409157,3,6,07-03-2019,21-05-2020
SB409158,2,3,11-03-2019,24-01-2020
SB409159,2,7,10-01-2018,24-01-2020
SB409160,4,4,21-06-2021,27-04-2022
